text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
" *hugs* Oh gosh, I`m sorry",negative,morning,46-60,Bahrain,1701575,760,2239
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",positive,noon,60-70,Bangladesh,164689383,130170,1265
 why do we need to wait another year for toy story 3?!,neutral,night,70-100,Barbados,287375,430,668
"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",neutral,morning,0-20,Belarus,9449323,202910,47
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,positive,noon,21-30,Belgium,11589623,30280,383
Biggest food fight/mosh pit ever and i miss it from across the school,negative,night,31-45,Belize,397628,22810,17
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,negative,morning,46-60,Benin,12123200,112760,108
#3wordsaftersex it hurts now,negative,noon,60-70,Bhutan,771608,3.81E+04,20
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",positive,night,70-100,Bolivia,11673021,1083300,11
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,positive,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
http://twitpic.com/4wi9p - playing with ethan. i love you baby,positive,noon,21-30,Botswana,2351627,566730,4
 how come? i want pizza,neutral,night,31-45,Brazil,212559417,8358140,25
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,negative,morning,46-60,Brunei,437479,5270,83
"At every gas station, I look for postcards for   No luck.",negative,noon,60-70,Bulgaria,6948445,108560,64
ya i walked into the wall thats why i have a plaster on my neck,neutral,night,70-100,Burkina Faso,20903273,273600,76
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,positive,morning,0-20,Burundi,11890784,25680,463
"Guys will go see Constance 	 logically",neutral,noon,21-30,C�te d'Ivoire,26378274,318000,83
did not sleep a wink last night  X,neutral,night,31-45,Cabo Verde,555987,4.03E+03,138
 // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,neutral,morning,46-60,Cambodia,16718965,176520,95
ahh! big scary bug flying around my room!!!!!,negative,noon,60-70,Cameroon,26545863,472710,56
"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",neutral,night,70-100,Canada,37742154,9093510,4
 Happy Anoop Day to you too Monica,positive,morning,0-20,Central African Republic,4829767,622980,8
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",negative,noon,21-30,Chad,16425864,1259200,13
Happy Mothers May to my Mak   Love you always! XOXO.,positive,night,31-45,Chile,19116201,743532,26
 i found out that there`s sushi with fake crab meat and it`s not good for you,negative,morning,46-60,China,1439323776,9388211,153
is thinking about a career change,neutral,noon,60-70,Colombia,50882891,1109500,46
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",negative,night,70-100,Comoros,869601,1861,467
 what sun?,neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
   Well....hopefully someday soon you can get one!,positive,noon,21-30,Costa Rica,5094118,51060,100
Under sooooo much stress lately,negative,night,31-45,Croatia,4105267,55960,73
 me too. ****.,negative,morning,46-60,Cuba,11326616,106440,106
" Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",neutral,noon,60-70,Cyprus,1207359,9240,131
"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",neutral,night,70-100,Czechia (Czech Republic),10708981,77240,139
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
JT should just be a regular on SNL,neutral,noon,21-30,Denmark,5792202,42430,137
 #twappy http://bit.ly/D9qVk,neutral,night,31-45,Djibouti,988000,23180,43
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,negative,morning,46-60,Dominica,71986,750,96
not at all happy...dont know what the reason is,negative,noon,60-70,Dominican Republic,10847910,4.83E+04,225
"_fan76 ROFL!  THAT`S my problem, only two hands",negative,night,70-100,Ecuador,17643054,248360,71
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",negative,morning,0-20,Egypt,102334404,995450,103
" What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",neutral,noon,21-30,El Salvador,6486205,20720,313
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,negative,night,31-45,Equatorial Guinea,1402985,28050,50
I know exactly where i should be,neutral,morning,46-60,Eritrea,3546421,101000,35
" I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",neutral,noon,60-70,Estonia,1326535,42390,31
 thanks to follow. have a nice rest,positive,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,positive,morning,0-20,Ethiopia,114963588,1000000,115
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",negative,noon,21-30,Fiji,896445,18270,49
I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,neutral,night,31-45,Finland,5540720,3.04E+05,18
i just saw a bird slowly die right next to me,negative,morning,46-60,France,65273511,547557,119
 hahahaha where is that train? I want on! That should be a wild ride,positive,noon,60-70,Gabon,2225734,257670,9
Love the family feud episode with the kardashians tonight,positive,night,70-100,Gambia,2416668,10120,239
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,positive,morning,0-20,Georgia,3989167,69490,57
Hmmm. http://www.djhero.com/ is down,negative,noon,21-30,Germany,83783942,348560,240
lmao...ummmm nothing...,neutral,night,31-45,Ghana,31072940,227540,137
_90 haha agreed  LOL,positive,morning,0-20,Afghanistan,38928346,652860,60
 hello  I`m up late playing on the internet. I love you!,positive,noon,21-30,Albania,2877797,27400,105
The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,neutral,night,31-45,Algeria,43851044,2381740,18
Theyre sappin mah sentry! errr yea... i`m without power at home right now,neutral,morning,46-60,Andorra,77265,470,164
crash in Qmbol,negative,noon,60-70,Angola,32866272,1246700,26
 Perth Australia,neutral,night,70-100,Antigua and Barbuda,97929,440,223
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,positive,morning,0-20,Argentina,45195774,2736690,17
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",negative,noon,21-30,Armenia,2963243,28470,104
Tired.....but can`t go to bed yet.....,negative,night,31-45,Australia,25499884,7682300,3
" You`re a night owl, too, huh?",neutral,morning,46-60,Austria,9006398,8.24E+04,109
 haha no kidding... I listen to them all day long bud,positive,noon,60-70,Azerbaijan,10139177,82658,123
"Going to group therapy session, can`t wait to spill my guts... Ha ha ha",neutral,night,70-100,Bahamas,393244,10010,39
" Eat it, it`s good for you",positive,morning,0-20,Bahrain,1701575,760,2239
happy mothers day  esp to my mommy,positive,noon,21-30,Bangladesh,164689383,130170,1265
 What phone do you have -- an old rotary?,neutral,night,31-45,Barbados,287375,430,668
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",negative,morning,46-60,Belarus,9449323,202910,47
 im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here,neutral,noon,60-70,Belgium,11589623,30280,383
i`m done.haha. HOUSE MD marathon ulet,positive,night,70-100,Belize,397628,22810,17
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",negative,morning,0-20,Benin,12123200,112760,108
 got ya - that wouldn`t be so bad tho right?,negative,noon,21-30,Bhutan,771608,3.81E+04,20
just finish clean up my computer/guest room`s cupboard! my stuffs,neutral,night,31-45,Bolivia,11673021,1083300,11
just watched slumdog millionaire  its soo goood i love it :] but its sad!,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",positive,noon,60-70,Botswana,2351627,566730,4
 .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!,neutral,night,70-100,Brazil,212559417,8358140,25
wow its only 9:30,neutral,morning,0-20,Brunei,437479,5270,83
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",positive,noon,21-30,Bulgaria,6948445,108560,64
I hve a blister on my pinky nd it hurts soooo much!,negative,night,31-45,Burkina Faso,20903273,273600,76
watching What Happens In Vegas!,neutral,morning,46-60,Burundi,11890784,25680,463
"oh happy day!!! nice weather, smiling, happy baby and icecream later",positive,noon,60-70,C�te d'Ivoire,26378274,318000,83
headed to the beach with puppy maverick hugs and much aloha,positive,night,70-100,Cabo Verde,555987,4.03E+03,138
i want to borrow an MX5 this weekend,neutral,morning,0-20,Cambodia,16718965,176520,95
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,positive,noon,21-30,Cameroon,26545863,472710,56
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,negative,night,31-45,Canada,37742154,9093510,4
everything is spinning,neutral,morning,46-60,Central African Republic,4829767,622980,8
_serafina85 Its headed this way,neutral,noon,60-70,Chad,16425864,1259200,13
 the DS version sucks,negative,night,70-100,Chile,19116201,743532,26
On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,neutral,morning,0-20,China,1439323776,9388211,153
 congratulations i am heart hacker not a computer hacker@,positive,noon,21-30,Colombia,50882891,1109500,46
I am going to be sooooo busy today it`s not funny. i hate busy day`s,negative,night,31-45,Comoros,869601,1861,467
 I still have an hour.,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,negative,noon,60-70,Costa Rica,5094118,51060,100
" Ouch, give me a heads up so I`ll know when to duck",neutral,night,70-100,Croatia,4105267,55960,73
" the problem is, superstars always deliver huge files! too much energy pixels",negative,morning,0-20,Cuba,11326616,106440,106
I just realised how much i love sundays,positive,noon,21-30,Cyprus,1207359,9240,131
Wish my headache/almost migraine would go away!,neutral,night,31-45,Czechia (Czech Republic),10708981,77240,139
Hairspray in hair + lighter&bong = new haircut,neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,neutral,noon,60-70,Denmark,5792202,42430,137
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",positive,night,70-100,Djibouti,988000,23180,43
"_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.",neutral,morning,0-20,Dominica,71986,750,96
"a guy called me AD-HD kid earlier today, and that hurts",negative,noon,21-30,Dominican Republic,10847910,4.83E+04,225
im surfin..,neutral,night,31-45,Ecuador,17643054,248360,71
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,positive,morning,46-60,Egypt,102334404,995450,103
insomniaa.  been trying to sleep for 2 hours . :|,neutral,noon,60-70,El Salvador,6486205,20720,313
HAPPY MOTHERS DAY MAMMA,positive,night,70-100,Equatorial Guinea,1402985,28050,50
_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,neutral,morning,0-20,Eritrea,3546421,101000,35
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,positive,noon,21-30,Estonia,1326535,42390,31
 Jealous I wanted see that film,negative,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
_HK very funny,positive,morning,46-60,Ethiopia,114963588,1000000,115
 and its amazing  x,positive,noon,60-70,Fiji,896445,18270,49
"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",neutral,night,70-100,Finland,5540720,3.04E+05,18
Chatting with matt from mercy mercedes lol.,neutral,morning,0-20,France,65273511,547557,119
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,negative,noon,21-30,Gabon,2225734,257670,9
